,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
10340,10341,2012-03-11,springer,2012,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52,0.3
10341,10342,2012-03-12,springer,2012,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24,0.2
10342,10343,2012-03-12,springer,2012,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10,0.1111111111111111
10343,10344,2012-03-12,springer,2012,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9,0.8
10344,10345,2012-03-12,springer,2012,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2,0.0
10345,10346,2012-03-12,springer,2012,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3,0.0
10346,10347,2012-03-12,springer,2012,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16,0.06666666666666667
10347,10348,2012-03-12,springer,2012,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88,0.023255813953488372
10348,10349,2012-03-12,springer,2012,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268,0.03474903474903475
10349,10350,2012-03-12,springer,2012,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564,0.031078610603290677
10350,10351,2012-03-12,springer,2012,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281,0.08076923076923077
10351,10352,2012-03-12,springer,2012,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137,0.3979591836734694
10352,10353,2012-03-12,springer,2012,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150,0.35135135135135137
10353,10354,2012-03-12,springer,2012,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221,0.36419753086419754
10354,10355,2012-03-12,springer,2012,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250,0.42045454545454547
10355,10356,2012-03-12,springer,2012,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221,0.5241379310344828
10356,10357,2012-03-12,springer,2012,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233,0.46540880503144655
10357,10358,2012-03-12,springer,2012,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332,0.30196078431372547
10358,10359,2012-03-12,springer,2012,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644,0.1561938958707361
10359,10360,2012-03-12,springer,2012,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712,0.14285714285714285
10360,10361,2012-03-12,springer,2012,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446,0.17678100263852242
10361,10362,2012-03-12,springer,2012,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286,0.20675105485232068
10362,10363,2012-03-12,springer,2012,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205,0.12021857923497267
10363,10364,2012-03-12,springer,2012,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133,0.14655172413793102
10364,10365,2012-03-12,springer,2012,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63,0.18867924528301888
10365,10366,2012-03-13,springer,2012,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26,0.23809523809523808
10366,10367,2012-03-13,springer,2012,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16,0.14285714285714285
10367,10368,2012-03-13,springer,2012,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1,0.0
10368,10369,2012-03-13,springer,2012,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2,0.0
10369,10370,2012-03-13,springer,2012,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1,0.0
10370,10371,2012-03-13,springer,2012,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24,0.0
10371,10372,2012-03-13,springer,2012,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113,0.046296296296296294
10372,10373,2012-03-13,springer,2012,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308,0.0547945205479452
10373,10374,2012-03-13,springer,2012,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593,0.03852889667250438
10374,10375,2012-03-13,springer,2012,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342,0.05555555555555555
10375,10376,2012-03-13,springer,2012,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143,0.24347826086956523
10376,10377,2012-03-13,springer,2012,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219,0.4129032258064516
10377,10378,2012-03-13,springer,2012,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244,0.23857868020304568
10378,10379,2012-03-13,springer,2012,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233,0.29444444444444445
10379,10380,2012-03-13,springer,2012,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212,0.325
10380,10381,2012-03-13,springer,2012,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264,0.3469387755102041
10381,10382,2012-03-13,springer,2012,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365,0.16987179487179488
10382,10383,2012-03-13,springer,2012,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676,0.10097719869706841
10383,10384,2012-03-13,springer,2012,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734,0.15047021943573669
10384,10385,2012-03-13,springer,2012,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479,0.11655011655011654
10385,10386,2012-03-13,springer,2012,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351,0.14705882352941177
10386,10387,2012-03-13,springer,2012,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244,0.22
10387,10388,2012-03-13,springer,2012,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170,0.1643835616438356
10388,10389,2012-03-13,springer,2012,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87,0.10126582278481013
10389,10390,2012-03-14,springer,2012,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39,0.14705882352941177
10390,10391,2012-03-14,springer,2012,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27,0.08
10391,10392,2012-03-14,springer,2012,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2,0.0
10392,10393,2012-03-14,springer,2012,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4,0.3333333333333333
10393,10394,2012-03-14,springer,2012,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5,0.25
10394,10395,2012-03-14,springer,2012,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27,0.08
10395,10396,2012-03-14,springer,2012,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121,0.008333333333333333
10396,10397,2012-03-14,springer,2012,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368,0.05747126436781609
10397,10398,2012-03-14,springer,2012,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662,0.054140127388535034
10398,10399,2012-03-14,springer,2012,3,9,0,3,1,1,0.52,0.5,0.68,0.0,26,325,351,0.08
10399,10400,2012-03-14,springer,2012,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188,0.25333333333333335
10400,10401,2012-03-14,springer,2012,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220,0.41935483870967744
10401,10402,2012-03-14,springer,2012,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,55,212,267,0.25943396226415094
10402,10403,2012-03-14,springer,2012,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254,0.2893401015228426
10403,10404,2012-03-14,springer,2012,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224,0.37423312883435583
10404,10405,2012-03-14,springer,2012,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,86,197,283,0.4365482233502538
10405,10406,2012-03-14,springer,2012,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356,0.2805755395683453
10406,10407,2012-03-14,springer,2012,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782,0.21806853582554517
10407,10408,2012-03-14,springer,2012,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,102,647,749,0.15765069551777433
10408,10409,2012-03-14,springer,2012,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472,0.17412935323383086
10409,10410,2012-03-14,springer,2012,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,0.15384615384615385
10410,10411,2012-03-14,springer,2012,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288,0.1950207468879668
10411,10412,2012-03-14,springer,2012,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202,0.27044025157232704
10412,10413,2012-03-14,springer,2012,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91,0.2638888888888889
10413,10414,2012-03-15,springer,2012,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60,0.30434782608695654
10414,10415,2012-03-15,springer,2012,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23,1.875
10415,10416,2012-03-15,springer,2012,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19,2.8
10416,10417,2012-03-15,springer,2012,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7,0.0
10417,10418,2012-03-15,springer,2012,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14,3.6666666666666665
10418,10419,2012-03-15,springer,2012,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,2,24,26,0.08333333333333333
10419,10420,2012-03-15,springer,2012,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117,0.035398230088495575
10420,10421,2012-03-15,springer,2012,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381,0.03814713896457766
10421,10422,2012-03-15,springer,2012,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623,0.03488372093023256
10422,10423,2012-03-15,springer,2012,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315,0.10526315789473684
10423,10424,2012-03-15,springer,2012,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164,0.26153846153846155
10424,10425,2012-03-15,springer,2012,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211,0.3973509933774834
10425,10426,2012-03-15,springer,2012,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265,0.28640776699029125
10426,10427,2012-03-15,springer,2012,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273,0.2938388625592417
10427,10428,2012-03-15,springer,2012,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258,0.4576271186440678
10428,10429,2012-03-15,springer,2012,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287,0.5347593582887701
10429,10430,2012-03-15,springer,2012,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426,0.28700906344410876
10430,10431,2012-03-15,springer,2012,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713,0.12460567823343849
10431,10432,2012-03-15,springer,2012,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746,0.15123456790123457
10432,10433,2012-03-15,springer,2012,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425,0.20396600566572237
10433,10434,2012-03-15,springer,2012,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330,0.2222222222222222
10434,10435,2012-03-15,springer,2012,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243,0.17391304347826086
10435,10436,2012-03-15,springer,2012,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169,0.23357664233576642
10436,10437,2012-03-15,springer,2012,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,0.1411764705882353
10437,10438,2012-03-16,springer,2012,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57,0.16326530612244897
10438,10439,2012-03-16,springer,2012,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26,0.18181818181818182
10439,10440,2012-03-16,springer,2012,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4,0.0
10440,10441,2012-03-16,springer,2012,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3,0.0
10441,10442,2012-03-16,springer,2012,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3,0.0
10442,10443,2012-03-16,springer,2012,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32,0.06666666666666667
10443,10444,2012-03-16,springer,2012,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,0.03125
10444,10445,2012-03-16,springer,2012,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278,0.04905660377358491
10445,10446,2012-03-16,springer,2012,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562,0.052434456928838954
10446,10447,2012-03-16,springer,2012,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312,0.1263537906137184
10447,10448,2012-03-16,springer,2012,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180,0.3235294117647059
10448,10449,2012-03-16,springer,2012,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207,0.23952095808383234
10449,10450,2012-03-16,springer,2012,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294,0.32432432432432434
10450,10451,2012-03-16,springer,2012,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260,0.25
10451,10452,2012-03-16,springer,2012,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,56,146,202,0.3835616438356164
10452,10453,2012-03-16,springer,2012,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107,0.2159090909090909
10453,10454,2012-03-16,springer,2012,3,16,0,5,1,3,0.48,0.4697,0.77,0.0,18,111,129,0.16216216216216217
10454,10455,2012-03-16,springer,2012,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258,0.09787234042553192
10455,10456,2012-03-16,springer,2012,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408,0.08222811671087533
10456,10457,2012-03-16,springer,2012,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296,0.08424908424908426
10457,10458,2012-03-16,springer,2012,3,20,0,5,1,1,0.46,0.4545,0.88,0.0,31,204,235,0.15196078431372548
10458,10459,2012-03-16,springer,2012,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152,0.05555555555555555
10459,10460,2012-03-16,springer,2012,3,22,0,5,1,2,0.44,0.4394,0.94,0.0,16,132,148,0.12121212121212122
10460,10461,2012-03-16,springer,2012,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126,0.21153846153846154
10461,10462,2012-03-17,springer,2012,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,0.14942528735632185
10462,10463,2012-03-17,springer,2012,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69,0.21052631578947367
10463,10464,2012-03-17,springer,2012,3,2,0,6,0,2,0.44,0.4394,0.88,0.0,10,32,42,0.3125
10464,10465,2012-03-17,springer,2012,3,3,0,6,0,2,0.44,0.4394,0.88,0.0,2,24,26,0.08333333333333333
10465,10466,2012-03-17,springer,2012,3,4,0,6,0,2,0.42,0.4242,0.94,0.0,0,2,2,0.0
10466,10467,2012-03-17,springer,2012,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8,1.6666666666666667
10467,10468,2012-03-17,springer,2012,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30,0.034482758620689655
10468,10469,2012-03-17,springer,2012,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,29,57,86,0.5087719298245614
10469,10470,2012-03-17,springer,2012,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218,0.4064516129032258
10470,10471,2012-03-17,springer,2012,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321,0.4792626728110599
10471,10472,2012-03-17,springer,2012,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443,0.46204620462046203
10472,10473,2012-03-17,springer,2012,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585,0.6295264623955432
10473,10474,2012-03-17,springer,2012,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651,0.7835616438356164
10474,10475,2012-03-17,springer,2012,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686,0.715
10475,10476,2012-03-17,springer,2012,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690,1.0414201183431953
10476,10477,2012-03-17,springer,2012,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679,1.108695652173913
10477,10478,2012-03-17,springer,2012,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,367,318,685,1.1540880503144655
10478,10479,2012-03-17,springer,2012,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648,0.8151260504201681
10479,10480,2012-03-17,springer,2012,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560,0.6519174041297935
10480,10481,2012-03-17,springer,2012,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417,0.5916030534351145
10481,10482,2012-03-17,springer,2012,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271,0.489010989010989
10482,10483,2012-03-17,springer,2012,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223,0.31952662721893493
10483,10484,2012-03-17,springer,2012,3,22,0,6,0,1,0.54,0.5152,0.68,0.0,58,153,211,0.3790849673202614
10484,10485,2012-03-17,springer,2012,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185,0.2251655629139073
10485,10486,2012-03-18,springer,2012,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107,0.3375
10486,10487,2012-03-18,springer,2012,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113,0.2840909090909091
10487,10488,2012-03-18,springer,2012,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56,0.36585365853658536
10488,10489,2012-03-18,springer,2012,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18,0.2
10489,10490,2012-03-18,springer,2012,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14,0.75
10490,10491,2012-03-18,springer,2012,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6,0.0
10491,10492,2012-03-18,springer,2012,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11,0.2222222222222222
10492,10493,2012-03-18,springer,2012,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42,0.68
10493,10494,2012-03-18,springer,2012,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96,0.352112676056338
10494,10495,2012-03-18,springer,2012,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178,0.5752212389380531
10495,10496,2012-03-18,springer,2012,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351,0.6556603773584906
10496,10497,2012-03-18,springer,2012,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368,0.5397489539748954
10497,10498,2012-03-18,springer,2012,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503,0.7900355871886121
10498,10499,2012-03-18,springer,2012,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544,0.5722543352601156
10499,10500,2012-03-18,springer,2012,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521,0.7194719471947195
10500,10501,2012-03-18,springer,2012,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554,0.7643312101910829
10501,10502,2012-03-18,springer,2012,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541,0.7339743589743589
10502,10503,2012-03-18,springer,2012,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541,0.7564935064935064
10503,10504,2012-03-18,springer,2012,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459,0.5612244897959183
10504,10505,2012-03-18,springer,2012,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352,0.5042735042735043
10505,10506,2012-03-18,springer,2012,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198,0.4244604316546763
10506,10507,2012-03-18,springer,2012,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173,0.34108527131782945
10507,10508,2012-03-18,springer,2012,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100,0.26582278481012656
10508,10509,2012-03-18,springer,2012,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46,0.1794871794871795
10509,10510,2012-03-19,springer,2012,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23,0.21052631578947367
10510,10511,2012-03-19,springer,2012,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15,0.0
10511,10512,2012-03-19,springer,2012,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8,0.14285714285714285
10512,10513,2012-03-19,springer,2012,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2,0.0
10513,10514,2012-03-19,springer,2012,3,4,0,1,1,1,0.44,0.4394,0.94,0.0,0,3,3,0.0
10514,10515,2012-03-19,springer,2012,3,5,0,1,1,1,0.44,0.4394,0.94,0.0,0,31,31,0.0
10515,10516,2012-03-19,springer,2012,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120,0.01694915254237288
10516,10517,2012-03-19,springer,2012,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354,0.07598784194528875
10517,10518,2012-03-19,springer,2012,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579,0.028419182948490232
10518,10519,2012-03-19,springer,2012,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331,0.19927536231884058
10519,10520,2012-03-19,springer,2012,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184,0.4375
10520,10521,2012-03-19,springer,2012,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201,0.38620689655172413
10521,10522,2012-03-19,springer,2012,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282,0.33649289099526064
10522,10523,2012-03-19,springer,2012,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263,0.3556701030927835
10523,10524,2012-03-19,springer,2012,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260,0.3
10524,10525,2012-03-19,springer,2012,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286,0.5132275132275133
10525,10526,2012-03-19,springer,2012,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385,0.203125
10526,10527,2012-03-19,springer,2012,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721,0.17235772357723578
10527,10528,2012-03-19,springer,2012,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801,0.1762114537444934
10528,10529,2012-03-19,springer,2012,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549,0.1857451403887689
10529,10530,2012-03-19,springer,2012,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330,0.11486486486486487
10530,10531,2012-03-19,springer,2012,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223,0.1736842105263158
10531,10532,2012-03-19,springer,2012,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148,0.1297709923664122
10532,10533,2012-03-19,springer,2012,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54,0.2
10533,10534,2012-03-20,springer,2012,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,5,24,29,0.20833333333333334
10534,10535,2012-03-20,springer,2012,3,1,0,2,1,1,0.54,0.5152,0.88,0.0,6,9,15,0.6666666666666666
10535,10536,2012-03-20,springer,2012,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10,0.25
10536,10537,2012-03-20,springer,2012,3,3,0,2,1,2,0.54,0.5152,0.88,0.0,0,3,3,0.0
10537,10538,2012-03-20,springer,2012,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,6,6,0.0
10538,10539,2012-03-20,springer,2012,3,5,0,2,1,2,0.52,0.5,0.94,0.0,0,20,20,0.0
10539,10540,2012-03-20,springer,2012,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,6,94,100,0.06382978723404255
10540,10541,2012-03-20,springer,2012,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,3,167,170,0.017964071856287425
10541,10542,2012-03-20,springer,2012,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,28,488,516,0.05737704918032787
10542,10543,2012-03-20,springer,2012,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,41,284,325,0.1443661971830986
10543,10544,2012-03-20,springer,2012,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,44,119,163,0.3697478991596639
10544,10545,2012-03-20,springer,2012,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230,0.47435897435897434
10545,10546,2012-03-20,springer,2012,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,56,205,261,0.2731707317073171
10546,10547,2012-03-20,springer,2012,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,77,207,284,0.3719806763285024
10547,10548,2012-03-20,springer,2012,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,66,182,248,0.3626373626373626
10548,10549,2012-03-20,springer,2012,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244,0.3785310734463277
10549,10550,2012-03-20,springer,2012,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,99,332,431,0.29819277108433734
10550,10551,2012-03-20,springer,2012,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,108,642,750,0.16822429906542055
10551,10552,2012-03-20,springer,2012,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801,0.20451127819548873
10552,10553,2012-03-20,springer,2012,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,75,480,555,0.15625
10553,10554,2012-03-20,springer,2012,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,78,299,377,0.2608695652173913
10554,10555,2012-03-20,springer,2012,3,21,0,2,1,1,0.56,0.5303,0.73,0.0,38,239,277,0.1589958158995816
10555,10556,2012-03-20,springer,2012,3,22,0,2,1,1,0.54,0.5152,0.77,0.0,32,156,188,0.20512820512820512
10556,10557,2012-03-20,springer,2012,3,23,0,2,1,1,0.52,0.5,0.83,0.0,10,80,90,0.125
10557,10558,2012-03-21,summer,2012,3,0,0,3,1,1,0.52,0.5,0.88,0.0,4,29,33,0.13793103448275862
10558,10559,2012-03-21,summer,2012,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,4,22,26,0.18181818181818182
10559,10560,2012-03-21,summer,2012,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10,0.25
10560,10561,2012-03-21,summer,2012,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,1,7,8,0.14285714285714285
10561,10562,2012-03-21,summer,2012,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4,0.0
